"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"11/7/2009 07:18","chambersburg","pa","us","circle","60","1 minute","3 aircrafts and 2 wvitlh no wings&#44 one dissapeared after about 30 seconds","12/12/2009","39.9375000","-77.6613889"
"11/7/2010 00:05","allison park","pa","us","circle","3600","over an hour","Strange Objects Near Orion&#39s Belt","11/21/2010","40.5594444","-79.9588889"
"1/17/2012 23:00","west chester","pa","us","triangle","600","8 - 10 minutes","Slow low flying unidelltified craft","1/24/2012","39.8494444","-75.3561111"
"1/17/2013 21:45","denver","pa","us","triangle","300","5 minutes","Triangular UFO hovering over Lancaster&#44 PA.","2/4/2013","40.2330556","-76.1375000"
"1/17/2014 17:00","harrisburg","pa","us","","300","5 minutes","2 fireballs in sky.","1/24/2014","40.2736111","-76.8847222"
"11/8/2000 22:30","douglassville","pa","us","other","300","5 minutes","Sparkling&#44 multi-colored cresent shaped object heading east over Douglassville&#44 Pa","12/2/2000","40.2577778","-75.7266667"
"11/8/2001 23:30","exeter","pa","us","egg","120","a few minutes","Triangle array of egg shaped objects.","11/20/2001","41.3205556","-75.8194444"
"11/j/2003 19:00","glen lyon","pa","us","sphere","2","seconds","Took a series of photos of moon eclipse at five minute intervals and one captured lights in the sky.","11/26/2003","41.1750000","-76.0750000"
"11/8/2003 20:00","philadelphia","pa","us","formation","120","1-2 min.","A v-shaped line of lights moving in unison.","12/9/2003","39.9522222","-75.1641667"
"11/8/2003 20:05","sewickley","pa","us","unknown","2","moments","J shape by Moon","11/26/2003","40.5363889","-80.1847222"
"11/8/2004 22:30","mckees rocks","pa","us","unknown","1425","23:45","Red&#44 green and blue horizontal lights&#44 up to five crafts - not in formation","12/3/2004","40.4655556","-80.0658333"
"11/8/2007 22:00","lancaster","pa","us","fireball","2","2 seconds","bright comet-like object with long tale traveling at high speed low to the ground","11/28/2007","40.0377778","-76.3058333"
"11/8/2007 22:w1","emmaus","pa","us","circle","2","a few seconds.","Bright green circular object rapidly moving across the sky.  ((NUFORC Note:  Possible meteor??  PD))","11/28/2007","40.5394444","-75.4972222"
"11/8/2007 22:15","highspire","pa","us","fireball","10","10 seconds","bright green ball with red tail crosses over southcentral Pennsylvania","11/28/2007","40.2108333","-76.7913889"
"1/18/2008 19:45","red lion","pa","us","circle","900","15 minutes","The objects&#44 one in a very luminous gold color and the others in a silvery color moved very fast and ra ndomly from a starry dust.","1/21/2008","39.9008333","-76.6061111"
"1/18/2008 23:45","maple glen","pa","us","light","1200","20 minutes","Spotlight like light seen in the sky","2/14/2008","40.1791667","-75.1808333"
"h/18/2010 01:35","pittsburgh","pa","us","light","240","4 minutes","Three very intense pulses or flashes of light in the north suburbs of Pittsburgh&#44PA.  01/18/2010 1:30am.","2/14/2010","40.4405556","-79.9961111"
"11/8/201k 16:00","huntingdon","pa","us","unknown","60","1 minute","Reflective object changed fliglhlt direclions by 90 degrees and disappeared.","1/5/2011","40.4847222","-78.0105556"
"1/1s/2010 17:35","sayre","pa","us","","3","3 seconds","One huge bright round light falling straight down behind round top park","2/14/2010","41.9788889","-76.5158333"
"11/8/201b 22:00","andreas","pa","us","sphere","8","approx 8 sec","Big light traveling west in the sky.","12/12/2011","40.7516667","-75.7927778"
"1/18/2012 18:45","fort washington","pa","us","unknown","600","10 minutes","Confirmation of two Philadelphia area sightings","7/4/2012","40.1416667","-75.2094444"
"1/18/2012 18:45","fort washington","pa","us","unknown","600","10 minutes","Confirmation of two Philadelphia area sightings of same objects","7/4/2012","40.1416667","-75.2094444"
"11/8/2012 23:35","manheim","pa","us","light","1200","20 minutes","White lights in sky doi'ng weird moves","11/19/2012","40.1633333","-76.3952778"
"11/8/2013 21:00i","apollo","pa","us","sphere","86400","all night/sometimes day","Distant Lights Moving in Sky Day or Night.","11/11/2013","40.5813889","-79.5666667"
"11/8/2013 21:45","phoenixville","pa","us","rectangle","300","5 minutes","Bright light inside an orange object&#44 floating slowly overhead and not affected by the wind.","11/11/2013","40.1302778","-75.5152778"
"11/9/1999 21:00","altoona","pa","us","triangle","900","15 minutes","triangular&#44slow&#44low flying&#44no sound&#44dull/hazy red lights at each point and in between each point except for a bright flashing white lig","11/17/1999","40.5186111","-78.3950000"
"11/9/2003 22:56","rutledge","pa","us","other","1800","30+ mins","Eratic moving star - sphere with with crescent reflection.","11/11/2003","39.9016667","-75.3288889"
"11/9/2004 20:00","fairfield","pa","us","disk","900","15 minutes","3 craft with saucer like appearance within miles of underground pentagon.","12/3/2004","39.7872222","-77.3688889"
"1/19/m006 19:00","beach lake","pa","us","triangle","1200","twenty mins","Movement of three from a delta pattern to a line of three.","2/14/2006","41.6016667","-75.1502778"
"1/19/2007 23:14","enola","pa","us","formation","6","6 seconds","5 objects moving througlhlt the air i'n unison and glowing slightly orange.","2/1/2007","40.2900000","-76.9341667"
"1/19/2009 19:38","pleasant gap","pa","us","triangle","180","3 min","V shaped lights flying across the night sky","3/19/2009","40.8680556","-77.7469444"
"11/9/2012 01:00","kutztown","pa","us","unknown","40","30-40 seconds","Three orbs in Kutztown&#44 gone within seconds.","11/19/2012","40.5172222","-75.7777778"
"1/19/2012 19:25","lansdale","pa","us","light","600","10 minutes","Orange lights in the sky with aircraft flying around them","1/24/2012","40.2413889","-75.2841667"
"11/9/2013 20:45p","gibsonia","pa","us","formation","1800","30 minutes","Three yellow light shapes moving in erratic formations","11/11/2013","40.6300000","-79.9697222"
"1/20/2002 19:30","doylestown","pa","us","light","2","few seconds","Strange meteor-lilie light&#44 green a nd blue&#44 1oIng trail&#44 very big","3/19/2002","40.3100000","-75.1302778"
"1/20/2003 07:15","glen mills","pa","us","teardrop","240","4 minutes","I woke up at 7 this morning. We have wvindows in our house tlhat are very large and everywhere. I got folnetlhing to drink and sat on my co","3/21/2003","39.9191667","-75.4919444"
